번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
198,카카오 아레나 데이터 경진대회 1등 노하우,최규민 외 지음,위키북스,2021,9.79116E+12,,,,,1,0,2021-03-12
199,처음 배우는 리액트 네이티브,김범준 지음,한빛미디어,2021,9.79116E+12,,,,,1,0,2021-03-12
200,Do it! 플러터 앱 프로그래밍,조준수 지음,이지스퍼블리싱,2021,9.79116E+12,,,,,1,0,2021-03-12
201,책문화생태론,정윤희 지음,카모마일북스,2020,9.789E+12,,,,,1,0,2021-03-12
202,코딩 진로,류채윤.맹윤호.박민수 지음,로크미디어,2021,9.79114E+12,,,,,1,0,2021-03-12
203,서울의 마을교육,이용운 외 지음,살림터,2020,9.79116E+12,,,,,1,0,2021-03-12
204,한국인은 도깨비와 함께 산다,이윤선 지음,다할미디어,2021,9.79119E+12,,,,,1,0,2021-03-12
205,실무에 바로 쓰는 일잘러의 보고서 작성법,김마라 지음,Jpub(제이펍),2020,9.79119E+12,,,,,1,0,2021-03-12
206,오늘 나에게 정말 필요했던 말,"호다 코트비.제인 로렌치니 지음, 김미란 옮김",한국경제신문 한경BP,2020,9.78895E+12,,,,,1,0,2021-03-12
207,울림,신동기 지음,M31,2020,9.79119E+12,,,,,1,0,2021-03-12
208,휴먼카인드(움도1),"뤼트허르 브레흐만 지음, 조현욱 옮김",인플루엔셜(주),2021,9.79119E+12,,,,,1,0,2021-03-12
209,미친 세상을 이해하는 척하는 방법 (움도1),"움베르트 에코 지음, 박종대 옮김",열린책들,2021,9.78893E+12,,,,,1,0,2021-03-12
210,글쓰기에 대하여(움도1),"마거릿 애트우드 지음, 박설영 옮김",프시케의숲,2021,9.79119E+12,,,,,1,0,2021-03-12
211,엔드 오브 타임(움도1),"브라이언 그린 지음, 박병철 옮김",와이즈베리,2021,9.79116E+12,,,,,1,0,2021-03-12
212,클라우스 슈밥의 위대한 리셋(움도1),"클라우스 슈밥, 티에리 말르레 지음 ; 이진원 옮김",메가스터디북스,2021,9.79113E+12,,,,,1,0,2021-03-12
213,바퀴의 이동(움도1),"존 로산트.스티븐 베이커 지음, 이진원 옮김",소소의책,2021,9.79119E+12,,,,,1,0,2021-03-12
214,세계사를 뒤바꾼 가짜뉴스(움도1),"미야자키 마사카츠 지음, 장하나 옮김",매일경제신문사,2021,9.79116E+12,,,,,1,0,2021-03-12
215,IT 좀 아는 사람(움도1),"닐 메타 외 지음, 김고명 옮김",윌북,2021,9.79116E+12,,,,,1,0,2021-03-12
216,"조금 멀리서 마음의 안부를 묻다(인문1, 독치1)","댄 토마술로 지음, 이현숙 옮김",밀리언서재,2021,9.7912E+12,,,,,2,0,2021-03-12
217,"하버드 철학자들의 인생 수업(인문1, 독치1)","대니얼 클라인.토마스 캐스카트 지음, 안진이 옮김",더퀘스트,2020,9.79117E+12,,,,,2,0,2021-03-12
218,"마음의 짐을 안고 있는 당신에게(인문1, 독치1)","나이토 요시히토 지음, 민경욱 옮김",김영사,2021,9.78893E+12,,,,,2,0,2021-03-12
219,로마 전쟁,마이클 휘트비 외 지음. 김홍래 옮김,플래닛미디어,2020,9.79119E+12,,,,,1,0,2021-03-12
220,이익을 내는 사장은 말투가 다르다,"요시다 유키히로 지음, 김정환 옮김",센시오,2020,9.79119E+12,,,,,1,0,2021-03-12
221,이제 말이 아닌 글로 팔아라,이수민 지음,갈매나무,2020,9.79119E+12,,,,,1,0,2021-03-12
222,느낌은 멈추지 않는다,안주철 지음,아시아,2020,9.79116E+12,,,,,1,0,2021-03-12
223,주식대학 실전 투자 전략 5,메리츠증권 리서치센터 지음,페이지2(page2),2021,9.79119E+12,,,,,1,0,2021-03-12
224,기억 전달자 (그래픽 노블),"로이스 로리 지음, P. 크레이그 러셀 그림, 장은수 옮김",비룡소,2020,9.78895E+12,,,,,1,0,2021-03-12
225,"딱 하나만 선택하라면, 책","데비 텅 지음, 최세희 옮김",윌북,2021,9.79116E+12,,,,,1,0,2021-03-12
226,파이썬 알고리즘 인터뷰,"박상길 지음, 정진호 그림",책만,2020,9.79119E+12,,,,,1,0,2021-03-12
227,101가지 흑역사로 읽는 세계사 : 현대 편 (움도1),"빌 포셋 외 지음, 김정혜 옮김",다산북스,2021,9.79113E+12,,,,,1,0,2021-03-12
228,101가지 흑역사로 읽는 세계사 : 고대~근대 편 (움도1),"빌 포셋 외 지음, 김정혜 옮김",다산북스,2021,9.79113E+12,,,,,1,0,2021-03-12
229,안의 흠흠,"안 지음, 김혜숙 옮김",글항아리,2021,9.78897E+12,,,,,1,0,2021-03-12
230,띠링! 메일이 왔습니다,이선주 지음,다림,2020,9.78896E+12,,,,,1,0,2021-03-12
231,코로나 사이언스(스마트1),기초과학연구원(IBS),동아시아,2020,9.78896E+12,,,,513.2,1,1,2021-03-12
232,"여름방학, 제주(움아1, 3단계)","전정임 지음, 김혜원 그림, 안녕로빈 기획",안녕로빈,2020,9.7912E+12,,,,,1,0,2021-03-12
233,"자전거 타는 날(움아1, 2단계)","질 바움 지음, 아망딘 피우 그림, 전혜영 옮김",소원나무,2020,9.79117E+12,,,,,1,0,2021-03-12
234,"감사해요(움아1, 2단계)","이정원 지음, 임성희 그림",걸음동무,2020,9.79119E+12,,,,,1,0,2021-03-12
235,"아이스크림(움아1, 2단계)","안단테 지음, 강은옥 그림",우주나무,2020,9.79119E+12,,,,,1,0,2021-03-12
236,"아리야, 내 마음을 알아줘(움아1, 2단계)","신배화 지음, 박현주 그림",별숲,2020,9.789E+12,,,,,1,0,2021-03-12
237,"물고기 아이(움아1, 2단계)","실비아 베키니 지음, 수알초 그림, 이현경 옮김",우리학교,2020,9.79119E+12,,,,,1,0,2021-03-12
238,"진짜 일 학년 맞수가 나타났다!(움아1, 2단계)","신순재 지음, 이명애 그림",천개의바람,2020,9.79119E+12,,,,,1,0,2021-03-12
239,"꽃물그릇 울퉁이(움아1, 2단계)",김윤정 지음,파란자전거,2020,9.79119E+12,,,,,1,0,2021-03-12
240,"루루야 내 동생이 되어 줄래?(움아1, 2단계)","김경희 지음, 김선진 그림",키위북스,2020,9.79119E+12,,,,,1,0,2021-03-12
241,"삼거리 버스 정류장(움아1, 2단계)",여주비 지음,걸음동무,2020,9.79119E+12,,,,,1,0,2021-03-12
242,"꼬마 의사와 사나운 덩치(움아1, 2단계)","소피 길모어 지음, 이수지 옮김",창비,2020,9.78894E+12,,,,,1,0,2021-03-12
243,"그래도 넌 내 친구!(움아1, 3단계)","제시카 월턴 지음, 두걸 맥퍼슨 그림, 황진희 옮김",여유당(여유당출판사),2020,9.78899E+12,,,,,1,0,2021-03-12
244,"나의 나비 할머니(움아1, 3단계)","최유정 지음, 정은선 그림",씨앤톡,2020,9.78896E+12,,,,,1,0,2021-03-12
245,"금니 아니고 똥니?(움아1, 3단계)","안수민 지음, 김영수 그림",위즈덤하우스,2020,9.78896E+12,,,,,1,0,2021-03-12
246,"우리 반 홍범도(움아1, 3단계)","정명섭 지음, 정용환 그림",씨앤톡,2020,9.78896E+12,,,,,1,0,2021-03-12
247,"으라차차 길고양이 나가신다!(움아1, 3단계)","안오일 지음, 방현일 그림",뜨인돌출판,2020,9.78896E+12,,,,,1,0,2021-03-12
248,"두더지와 들쥐 : 아름다운 날들(움아1, 3단계)","앙리 뫼니에 지음, 벵자맹 쇼 그림, 이슬아 옮김",여유당,2020,9.78899E+12,,,,,1,0,2021-03-12
249,"방귀쟁이 푸딩과 함께라면(움아1, 3단계)","조 버거 지음, 서애경 옮김",소원나무,2020,9.79117E+12,,,,,1,0,2021-03-12
250,"수상한 화장실(움아1, 3단계)","박현숙 지음, 유영주 그림",북멘토,2020,9.78896E+12,,,,,1,0,2021-03-12
251,"봄시내는 경찰서를 접수했어(움아1, 4단계)","박윤우 지음, 이경국 그림",고래뱃속,2020,9.79119E+12,,,,,1,0,2021-03-12
252,"내 말 한마디(움아1, 4단계)","김경란 지음, 양정아 그림",내일을여는책,2020,9.78898E+12,,,,,1,0,2021-03-12
253,"여기는 맑은섬 환경을 배웁니다(움아1, 3단계)","김은의 지음, 김이랑 그림, 배성호 감수",천개의바람,2020,9.79117E+12,,,,,1,0,2021-03-12
254,"정원을 가꿔요(움아1, 3단계)","커스틴 브래들리 지음, 에이치 그림, 이순영 옮김, 박원순 감수",북극곰,2020,9.79119E+12,,,,,1,0,2021-03-12
255,"자연의 역습, 감염병(움아1, 4단계)","김양중 지음, 이경국 그림",미래M&B,2020,9.78898E+12,,,,,1,0,2021-03-12
256,"동물도 행복할 권리가 있을까?(움아1, 2단계)","올라 볼다인스카-프워친스카 지음, 김영화 옮김",우리학교,2020,9.79119E+12,,,,,1,0,2021-03-12
257,"이게 뭐예요?(움아1, 2단계)","라파엘 마르탱 지음, 클레르 슈바르츠 그림, 강현주 옮김",머스트비,2019,9.79116E+12,,,,,1,0,2021-03-12
258,"비밀스러운 동물 이야기(움아1, 3단계)","제임스 올스틴 지음, 신수진 옮김, 이정모 감수",노란돼지,2020,9.79116E+12,,,,,1,0,2021-03-12
259,"알수록 신비로운 인체 이야기(움아1, 3단계)","제임스 올스틴 지음, 신수진 옮김, 이정모 감수",노란돼지,2020,9.79116E+12,,,,,1,0,2021-03-12
260,"이과티콘 과학(움아1, 4단계)","몽구 지음, 메밀 그림",청어람e,2020,9.79116E+12,,,,,1,0,2021-03-12
261,"다른 사람은 있어도, 틀린 사람은 없어!(움아1, 4단계)","김윤정 지음, 권기현 그림",쉼,2020,9.79119E+12,,,,,1,0,2021-03-12
262,"오줌에 관한 책(움아1, 2단계)","페르닐라 스탈펠트 지음, 홍재웅 옮김",시금치,2020,9.78899E+12,,,,,1,0,2021-03-12
263,"나는 하고 싶지 않아!(움아1, 2단계)",유수민 지음,담푸스,2020,9.79119E+12,,,,,1,0,2021-03-12
264,"의산문답(움아1, 4단계)","김성화.권수진 지음, 박지윤 그림, 홍대용 원작",파란자전거,2020,9.79119E+12,,,,,1,0,2021-03-12
265,"슬기로운 인터넷 생활(움아1, 3단계)","나탈리 다르장 지음, 엠마 카레 그림, 이세진 옮김",푸른숲,2020,9.79116E+12,,,,,1,0,2021-03-12
266,"골드가 금이라니!(움아1, 2단계)","박정안 지음, 조승연 그림",파란자전거,2020,9.79119E+12,,,,,1,0,2021-03-12
267,"앞에만 서면 덜덜덜(움아1, 3단계)","김현태 지음, 임미란 그림",머스트비,2020,9.79116E+12,,,,,1,0,2021-03-12
268,"세상에서 가장 아름다운, 집으로 가는 길(움아1)","데이브 에거스 지음, 앤젤 창 그림",상수리,2020,9.79116E+12,,,,,1,0,2021-03-12
269,불꽃머리를 펼쳐라(움아1),이연 지음,한솔수북,2020,9.79117E+12,,,,,1,0,2021-03-12
270,공룡 입양하기(움아1),"호세 카를로스 안드레스 지음, 아나 산펠리포 그림, 유 아가다 옮김",책놀이·쥬,2020,9.79119E+12,,,,,1,0,2021-03-12
271,여행은 구구 항공(움아1),"모토야스 게이지 지음, 윤수정 옮김",책읽는곰,2020,9.79116E+12,,,,,1,0,2021-03-12
272,코젤렉의 개념사 사전 20,"하인츠 몬하우프트.디터 그림 지음, 오토 브루너 외 엮음, 송석윤 옮김, 한림대학교 한림과",푸른역사,2021,9.79116E+12,,,,,1,0,2021-03-12
273,코젤렉의 개념사 사전 19,"프리츠 로스 외 지음, 오토 브루너 외 엮음, 엄현아 옮김, 한림대학교 한림과학원 기획",푸른역사,2021,9.79116E+12,,,,,1,0,2021-03-12
274,항일 전사 19인,안재성 지음,단비,2020,9.79116E+12,,,,,1,0,2021-03-12
275,기억의 전쟁,이길보라 외 지음,북하우스,2021,9.79116E+12,,,,,1,0,2021-03-12
276,잠깐 동안 봄이려니,이문영 지음,혜화동,2021,9.79119E+12,,,,,1,0,2021-03-12
277,생존자 카페,"엘리자베스 로즈너 지음, 서정아 옮김",글항아리,2021,9.78897E+12,,,,,1,0,2021-03-12
278,골목의 시간을 그리다,정명섭.김효찬 지음,,2021,9.79119E+12,,,,,1,0,2021-03-12
279,"싸우는 여자들, 역사가 되다","윤석남 그림, 김이경 글",한겨레출판,2021,9.79116E+12,,,,,1,0,2021-03-12
280,박인환 번역 전집,맹문재 엮음,푸른사상사,2019,9.79113E+12,,,,,1,0,2021-03-12
281,긴긴밤(움아1),루리 지음,문학동네,2021,9.78895E+12,,,,,1,0,2021-03-12
282,내 눈을 봐!,"안드레우 마르틴 지음, 김지애 옮김",라임,2021,9.79119E+12,,,,,1,0,2021-03-12
283,유토피아,"토머스 모어 지음, 박문재 옮김",현대지성,2020,9.79119E+12,,,,,1,0,2021-03-12
284,사람은 무엇으로 사는가 (러시아 원전 번역본),"레프 니콜라예비치 톨스토이 지음, 홍대화 옮김",현대지성,2021,9.79119E+12,,,,,1,0,2021-03-12
285,상어 이빨 소녀,"케리 버넬 지음, 김래경 옮김",WB(위니더북),2020,9.79119E+12,,,,,1,0,2021-03-12
286,10대를 위한 나의 첫 고전읽기 수업,박균호 지음,다른,2021,9.79116E+12,,,,,1,0,2021-03-12
287,문장 교실 : 글쓰기는 귀찮지만 잘 쓰고 싶어,"하야미네 가오루 지음, 김윤경 옮김",윌북,2021,9.79116E+12,,,,,1,0,2021-03-12
288,변호사 해석법,김경희 지음,이담북스,2021,9.79117E+12,,,,,1,0,2021-03-12
289,상처로 숨 쉬는 법,김진영 지음,한겨레출판사,2021,9.79116E+12,,,,,1,0,2021-03-12
290,"말모이, 다시 쓰는 우리말 사전",말모이 편찬위원회 엮음,시공사,2021,9.79117E+12,,,,,1,0,2021-03-12
291,"영어, 발음이 왜 그래?",이호진 지음,라온북,2021,9.79119E+12,,,,,1,0,2021-03-12
292,알아두면 쓸모 있는 어원잡학사전,"패트릭 푸트 지음, 최수미 옮김",CRETA(크레타),2021,9.7912E+12,,,,,1,0,2021-03-12
293,미식가를 위한 일본어 안내서,"황국영 지음, 서평화 그림",휴머니스트,2021,9.79116E+12,,,,,1,0,2021-03-12
294,하룻밤에 읽는 한국 고대사,이문영 지음,페이퍼로드,2021,9.79119E+12,,,,,1,0,2021-03-12
295,나의 사유 재산,"메리 루플 지음, 박현주 옮김",카라칼,2021,9.7912E+12,,,,,1,0,2021-03-12
296,결혼학개론,"벨린다 루스콤 지음, 박선영 옮김",비잉(Being),2021,9.79114E+12,,,,,1,0,2021-03-12
297,근교의 복권,"크리스토프 게이 외 지음, 김태희 옮김",앨피,2021,9.79119E+12,,,,,1,0,2021-03-12
298,미래와 만날 준비,"손화철 지음, 나수은 그림",책숲,2021,9.79119E+12,,,,,1,0,2021-03-12
299,새의 이름은 영원히 모른 채,원성은 지음,아침달,2021,9.79119E+12,,,,,1,0,2021-03-12
300,성공한 사람,김종광 지음,교유서가,2021,9.79119E+12,,,,,1,0,2021-03-12
301,"뻐꾸기, 날다",고광률 지음,강,2021,9.78898E+12,,,,,1,0,2021-03-12
302,배리어 열도의 기원,김가경 지음,강,2020,9.78898E+12,,,,,1,0,2021-03-12
303,로마 황제 열전,"배리 스트라우스 지음, 최파일 옮김",까치,2021,9.78897E+12,,,,,1,0,2021-03-12
304,알렉산드라 페트로브나 김,정철훈 지음,시대의창,2021,9.78896E+12,,,,,1,0,2021-03-12
305,두렵지만 나에게 솔직해지기로 했다,김진세 지음,빌리버튼,2020,9.79119E+12,,,,,1,0,2021-03-12
306,위대한 가족의 고향(움아1),"켈리 스탈링 라이언스 지음, 다니엘 민터 그림, 김선희 옮김",꿈터,2021,9.79119E+12,,,,,1,0,2021-03-12
307,우리는 패배하지 않아(움아1),"콰미 알렉산더 지음, 카디르 넬슨 그림, 조고은 옮김",보물창고,2020,9.78896E+12,,,,,1,0,2021-03-12
308,그런데 임금님이 꿈쩍도 안 해요!(움아1),"오드리 우드 지음, 돈 우드 그림, 조은수 옮김",보림,2020,9.78894E+12,,,,,1,0,2021-03-12
309,자연이 우리에게 손짓해!(움아1),"데보라 언더우드 지음, 신디 데비 그림, 김은영 옮김",다산기획,2020,9.78898E+12,,,,,1,0,2021-03-12
310,나의 친구 레베카,"케이트 더글러스 위긴 지음, 유기훈 그림, 박상은 옮김",&(앤드),2021,9.79119E+12,,,,,1,0,2021-03-12
311,유행가들,김형수 지음,자음과모음,2021,9.78895E+12,,,,,1,0,2021-03-12
312,근대부엌의 탄생과 이면,도연정 지음,스페이스타임(시공문화사),2020,9.78896E+12,,,,,1,0,2021-03-12
313,어느 화학자의 초상,진정일 지음,궁리,2021,9.78896E+12,,,,,1,0,2021-03-12
314,증거 없는 재판,"알렉산더 스티븐스 지음, 서유리 옮김",바다출판사,2021,9.79119E+12,,,,,1,0,2021-03-12
315,더 똑똑한 결정을 위한 넛지,"랠프 L. 키니 지음, 조미현 옮김",에코리브르,2021,9.78896E+12,,,,,1,0,2021-03-12
316,추월의 시대,김시우 외 지음,메디치미디어,2020,9.79116E+12,,,,,1,0,2021-03-12
317,미학 아는 척하기,"크리스토퍼 퀼 원트 지음, 피에로 그림, 박세현 옮김",팬덤북스,2021,9.79116E+12,,,,,1,0,2021-03-12
318,낯익은 괴물들,김종광 외 지음,폭스코너,2021,9.79119E+12,,,,,1,0,2021-03-12
319,마법천자문 50,"유대영 지음, 홍거북 그림, 김창환 감수",아울북,2021,9.78895E+12,,,,,1,0,2021-03-12
320,나는 런던의 에이전트 레이디,김나나 지음,브레인스토어,2021,9.79119E+12,,,,,1,0,2021-03-12
321,내향형 인간의 농담,염문경 지음,북하우스,2021,9.79116E+12,,,,,1,0,2021-03-12
322,여기 우리 마주,최은미 외 지음,현대문학,2020,9.79119E+12,,,,,1,0,2021-03-12
323,이용악을 읽다(교과서1),전국국어교사모임 지음,휴머니스트,2021,9.79116E+12,,,,,1,0,2021-03-12
324,기린이 사는 골목,김현화 지음,푸른책들,2021,9.78896E+12,,,,,1,0,2021-03-12
325,나의 초라한 반자본주의,이수태 지음,사무사책방,2021,9.79113E+12,,,,,1,0,2021-03-12
326,그 어딘가의 구비에서 우리가 만났듯이,채광석 지음,사무사책방,2021,9.79113E+12,,,,,1,0,2021-03-12
327,땅끝의 달,정연희 지음,개미,2021,9.79119E+12,,,,,1,0,2021-03-12
328,천사를 만나는 비밀,김혜영 지음,푸른사상,2020,9.79113E+12,,,,,1,0,2021-03-12
329,스위스의 고양이 사다리,"브리기테 슈스터 지음, 김목인 옮김",책읽는수요일,2021,9.78899E+12,,,,,1,0,2021-03-12
330,김찬용의 아트 내비게이션,김찬용 지음,arte(아르테),2021,9.78895E+12,,,,,1,0,2021-03-12
331,빛향기와 차명상이 있는 그림찻방,"정광호 지음, 김창배 그림",로대,2021,9.789E+12,,,,,1,0,2021-03-12
332,궁극의 문자를 찾아서,"마쓰 구쓰타로 지음, 박성민 옮김",눌와,2021,9.79119E+12,,,,,1,0,2021-03-12
333,박인환 시 전집,"박인환 지음, 맹문재 엮음",푸른사상사,2020,9.79113E+12,,,,,1,0,2021-03-12
334,흥부전 연구 2,정충권 지음,역락,2020,9.79116E+12,,,,,1,0,2021-03-12
335,2020년 제21회 젊은평론가상 수상작품집,강동호 외 지음,역락,2020,9.79116E+12,,,,,1,0,2021-03-12
336,2019년 제20회 젊은평론가상 수상작품집,"권희철 외 지음, 한국문학평론가협회 기획",역락,2020,9.79116E+12,,,,,1,0,2021-03-12
337,망이와 망소이 1,심규식 지음,청어,2020,9.79116E+12,,,,,1,0,2021-03-12
338,망이와 망소이 3,심규식 지음,청어,2020,9.79116E+12,,,,,1,0,2021-03-12
339,망이와 망소이 4,심규식 지음,청어,2020,9.79116E+12,,,,,1,0,2021-03-12
340,망이와 망소이 2,심규식 지음,청어,2020,9.79116E+12,,,,,1,0,2021-03-12
341,망이와 망소이 5,심규식 지음,청어,2020,9.79116E+12,,,,,1,0,2021-03-12
342,"인간 탐구, 전통과 실존을 가로질러",방현석.오형엽 외 지음,민음사,2020,9.78894E+12,,,,,1,0,2021-03-12
343,버려진 우주선의 시간,이지아 지음,스윙테일,2020,9.79117E+12,,,,,1,0,2021-03-12
